row_index,problem,feedback,ambiguity,participant_count_n,ev_a,ev_b_oracle,ev_difference_b_minus_a_oracle,ev_benchmark_favors,observed_brate,ml_predicted_brate,absolute_error,human_aggregate_favors,deviation_type,highly_divided,ml_successfully_predicts_deviation,ml_fails_to_predict_deviation,ha,pha,la,hb,phb,lb,lottery_shape_b,correlation,gamble_a,gamble_b
10777,9216,True,True,15,11.0,17.15,6.149999999999999,B,0.7866666666666666,0.641617235359605,0.1450494313070616,B,none,False,False,False,56,0.5,-34,18,0.95,1,1,0,p=0.5→56; p=0.5→-34,p=0.05→1; p=0.475→17.5; p=0.475→18.5
10784,9223,True,False,18,8.0,15.139999999999999,7.139999999999999,B,0.8999999999999999,0.8928184330976293,0.007181566902370595,B,none,False,False,False,8,1.0,8,29,0.01,15,1,0,p=1→8; p=0→8,p=0.99→15; p=0.005→28.5; p=0.005→29.5
10788,9227,True,True,17,18.0,22.0,4.0,B,0.6941176470588235,0.6496962199501826,0.04442142710864094,B,none,False,False,False,18,1.0,18,44,0.5,0,1,0,p=1→18; p=0→18,p=0.5→0; p=0.00390625→40.5; p=0.0273438→41.5; p=0.0820312→42.5; p=0.136719→43.5; p=0.136719→44.5; p=0.0820312→45.5; p=0.0273438→46.5; p=0.00390625→47.5
10795,9234,True,False,15,19.0,18.5,-0.5,A,0.5466666666666667,0.4536883078985548,0.09297835876811195,B,none,True,False,False,34,0.75,-26,67,0.5,-30,1,0,p=0.75→34; p=0.25→-26,p=0.5→-30; p=0.25→66.5; p=0.25→67.5
10816,9255,True,True,17,11.75,1.5,-10.25,A,0.5294117647058824,0.5220475522977877,0.007364212408094706,B,none,True,False,False,77,0.25,-10,3,0.25,1,1,0,p=0.25→77; p=0.75→-10,p=0.75→1; p=0.0078125→0.5; p=0.0390625→1.5; p=0.078125→2.5; p=0.078125→3.5; p=0.0390625→4.5; p=0.0078125→5.5
10822,9261,True,False,15,-7.0,-16.700000000000003,-9.700000000000003,A,0.24000000000000005,0.37736518259528595,0.1373651825952859,A,none,False,False,False,-7,1.0,-7,4,0.1,-19,0,0,p=1→-7; p=0→-7,p=0.9→-19; p=0.1→4
10825,9264,True,False,17,22.0,28.25,6.25,B,0.5764705882352941,0.6376714486706502,0.06120086043535611,B,none,False,False,False,75,0.5,-31,36,0.75,5,0,0,p=0.5→75; p=0.5→-31,p=0.25→5; p=0.75→36
10830,9269,True,False,16,16.3,14.0,-2.3000000000000007,A,0.4625,0.5015737392989065,0.03907373929890645,A,none,True,False,False,17,0.9,10,34,0.2,9,1,0,p=0.9→17; p=0.1→10,p=0.8→9; p=0.0015625→30.5; p=0.0109375→31.5; p=0.0328125→32.5; p=0.0546875→33.5; p=0.0546875→34.5; p=0.0328125→35.5; p=0.0109375→36.5; p=0.0015625→37.5
10836,9275,True,True,17,9.049999999999999,16.0,6.950000000000001,B,0.9176470588235296,0.8679748522734078,0.049672206550121834,B,none,False,False,False,10,0.05,9,35,0.05,15,0,0,p=0.05→10; p=0.95→9,p=0.95→15; p=0.05→35
10840,9279,True,True,15,3.0,-5.199999999999999,-8.2,A,0.26666666666666666,0.394545151748662,0.12787848508199534,A,none,False,False,False,3,1.0,3,11,0.1,-7,0,0,p=1→3; p=0→3,p=0.9→-7; p=0.1→11
10845,9284,True,False,17,6.359999999999999,-1.0,-7.359999999999999,A,0.10588235294117647,0.2517272945501619,0.14584494160898542,A,none,False,False,False,42,0.01,6,89,0.1,-11,0,0,p=0.01→42; p=0.99→6,p=0.9→-11; p=0.1→89
10846,9285,True,False,19,12.0,7.25,-4.75,A,0.5684210526315789,0.5169411427437912,0.05147990988778772,B,none,False,False,False,54,0.5,-30,13,0.75,-10,2,0,p=0.5→54; p=0.5→-30,p=0.25→-10; p=0.375→9; p=0.1875→11; p=0.09375→15; p=0.046875→23; p=0.046875→39
10857,9296,True,True,15,29.0,33.75,4.75,B,0.6133333333333334,0.5536912095170322,0.059642123816301185,B,none,False,False,False,35,0.6,20,93,0.25,14,0,0,p=0.6→35; p=0.4→20,p=0.75→14; p=0.25→93
10858,9297,True,False,15,-6.0,-6.199999999999999,-0.1999999999999993,A,0.2933333333333333,0.22791402722509474,0.06541930610823854,A,none,False,False,False,-6,1.0,-6,-6,0.95,-10,0,0,p=1→-6; p=0→-6,p=0.05→-10; p=0.95→-6
10859,9298,True,False,15,27.0,31.400000000000002,4.400000000000002,B,0.6,0.6609207323851752,0.06092073238517526,B,none,False,False,False,27,1.0,27,43,0.6,14,3,0,p=1→27; p=0→27,p=0.4→14; p=0.3→45; p=0.15→43; p=0.15→39
10861,9300,True,False,15,15.8,9.65,-6.15,A,0.17333333333333334,0.14662075817721065,0.026712575156122687,A,none,False,False,False,19,0.8,3,10,0.99,-25,0,0,p=0.8→19; p=0.2→3,p=0.01→-25; p=0.99→10
10868,9307,True,True,15,30.0,29.5,-0.5,A,0.6666666666666666,0.6290753944405217,0.03759127222614489,B,none,False,False,False,30,1.0,30,45,0.5,14,1,0,p=1→30; p=0→30,p=0.5→14; p=0.015625→42.5; p=0.078125→43.5; p=0.15625→44.5; p=0.15625→45.5; p=0.078125→46.5; p=0.015625→47.5
10871,9310,True,False,17,11.0,17.25,6.25,B,0.7529411764705882,0.7261083725595653,0.02683280391102294,B,none,False,False,False,47,0.25,-1,39,0.25,10,1,0,p=0.25→47; p=0.75→-1,p=0.75→10; p=0.03125→37.5; p=0.09375→38.5; p=0.09375→39.5; p=0.03125→40.5
10873,9312,True,False,15,-5.0,-8.0,-3.0,A,0.2533333333333333,0.19197306062829111,0.061360272705042185,A,none,False,False,False,-5,1.0,-5,-4,0.2,-9,1,0,p=1→-5; p=0→-5,p=0.8→-9; p=0.1→-4.5; p=0.1→-3.5
10882,9321,True,False,30,5.0,9.399999999999997,4.399999999999997,B,0.5600000000000002,0.6117876893714801,0.05178768937147993,B,none,False,False,False,15,0.6,-10,31,0.6,-23,3,1,p=0.6→15; p=0.4→-10,p=0.4→-23; p=0.3→33; p=0.15→31; p=0.15→27
10885,9324,True,False,16,-7.0,4.800000000000002,11.8,B,0.8374999999999999,0.8448762243993663,0.00737622439936636,B,none,False,False,False,-7,1.0,-7,11,0.8,-20,2,0,p=1→-7; p=0→-7,p=0.2→-20; p=0.4→10; p=0.4→12
10898,9337,True,False,19,27.0,15.4,-11.6,A,0.2210526315789474,0.2433875156942714,0.022334884115324,A,none,False,False,False,32,0.5,22,55,0.1,11,0,0,p=0.5→32; p=0.5→22,p=0.9→11; p=0.1→55
10923,9362,True,False,16,20.549999999999997,24.4,3.8500000000000014,B,0.3875000000000001,0.5224203396543231,0.13492033965432298,A,none,False,False,False,88,0.05,17,52,0.4,6,0,0,p=0.05→88; p=0.95→17,p=0.6→6; p=0.4→52
10925,9364,True,False,16,24.0,33.25,9.25,B,0.6124999999999998,0.575853924135927,0.03664607586407287,B,none,False,False,False,24,1.0,24,47,0.75,-8,1,0,p=1→24; p=0→24,p=0.25→-8; p=0.09375→45.5; p=0.28125→46.5; p=0.28125→47.5; p=0.09375→48.5
10934,9373,True,False,16,23.14,21.2,-1.9400000000000013,A,0.4375,0.3425572122818231,0.09494278771817688,A,none,False,False,False,37,0.01,23,95,0.4,-28,0,0,p=0.01→37; p=0.99→23,p=0.6→-28; p=0.4→95
10936,9375,True,False,20,26.0,27.8,1.8000000000000007,B,0.5700000000000001,0.7800041146573135,0.2100041146573134,B,none,False,False,False,26,1.0,26,35,0.2,26,1,0,p=1→26; p=0→26,p=0.8→26; p=0.1→34.5; p=0.1→35.5
10938,9377,True,True,16,-0.52,13.0,13.52,B,0.8000000000000002,0.8082857253708946,0.008285725370894448,B,none,False,False,False,47,0.01,-1,19,0.4,9,0,0,p=0.01→47; p=0.99→-1,p=0.6→9; p=0.4→19
10940,9379,True,False,15,30.0,29.0,-1.0,A,0.4933333333333334,0.5091196855198595,0.01578635218652613,A,none,True,False,False,74,0.5,-14,59,0.6,-16,3,0,p=0.5→74; p=0.5→-14,p=0.4→-16; p=0.3→60; p=0.3→58
10941,9380,True,False,17,19.0,19.6,0.6000000000000014,B,0.4470588235294118,0.6007377650702099,0.15367894154079814,A,none,False,False,False,19,1.0,19,22,0.4,18,0,0,p=1→19; p=0→19,p=0.6→18; p=0.4→22
10953,9392,True,True,15,-8.75,-11.2,-2.4499999999999993,A,0.5733333333333334,0.6389288340338467,0.06559550070051334,B,none,False,False,False,-7,0.75,-14,4,0.05,-12,0,0,p=0.75→-7; p=0.25→-14,p=0.95→-12; p=0.05→4
10960,9399,True,True,16,30.0,23.9,-6.100000000000001,A,0.75,0.5890267684829622,0.1609732315170378,B,strong_ev_a_humans_favor_b,False,False,True,51,0.4,16,86,0.1,17,1,1,p=0.4→51; p=0.6→16,p=0.9→17; p=0.0125→84.5; p=0.0375→85.5; p=0.0375→86.5; p=0.0125→87.5
10963,9402,True,False,19,-4.0,-6.199999999999999,-2.1999999999999993,A,0.42105263157894735,0.4757202170975403,0.054667585518592965,A,none,False,False,False,-4,1.0,-4,28,0.1,-10,1,0,p=1→-4; p=0→-4,p=0.9→-10; p=0.05→27.5; p=0.05→28.5
10967,9406,True,False,16,26.0,29.0,3.0,B,0.6250000000000001,0.5676581047625272,0.057341895237472906,B,none,False,False,False,26,1.0,26,53,0.5,5,0,0,p=1→26; p=0→26,p=0.5→5; p=0.5→53
10972,9411,True,False,15,9.15,8.100000000000001,-1.049999999999999,A,0.4666666666666666,0.3032025952588358,0.1634640714078308,A,none,True,False,False,31,0.05,8,11,0.9,-18,0,1,p=0.05→31; p=0.95→8,p=0.1→-18; p=0.9→11
10974,9413,True,False,18,21.0,22.9,1.8999999999999986,B,0.6888888888888889,0.6305153552229662,0.05837353366592268,B,none,False,False,False,21,1.0,21,23,0.9,22,2,0,p=1→21; p=0→21,p=0.1→22; p=0.45→17; p=0.225→19; p=0.1125→23; p=0.05625→31; p=0.028125→47; p=0.0140625→79; p=0.0140625→143
10980,9419,True,False,16,12.0,14.9,2.9000000000000004,B,0.7374999999999999,0.7862126833059929,0.04871268330599299,B,none,False,False,False,12,1.0,12,15,0.99,5,0,0,p=1→12; p=0→12,p=0.01→5; p=0.99→15
10983,9422,True,False,15,1.0,-0.5,-1.5,A,0.5333333333333333,0.48987763523898636,0.04345569809434696,B,none,True,False,False,1,1.0,1,25,0.5,-26,0,0,p=1→1; p=0→1,p=0.5→-26; p=0.5→25
10995,9434,True,False,16,27.75,21.0,-6.75,A,0.15000000000000002,0.2665569690905414,0.11655696909054136,A,none,False,False,False,34,0.75,9,28,0.75,0,0,0,p=0.75→34; p=0.25→9,p=0.25→0; p=0.75→28
10998,9437,True,False,16,17.0,12.249999999999998,-4.750000000000002,A,0.4125,0.40182351812077266,0.010676481879227318,A,none,False,False,False,17,1.0,17,14,0.95,-21,2,0,p=1→17; p=0→17,p=0.05→-21; p=0.475→9; p=0.2375→11; p=0.11875→15; p=0.059375→23; p=0.0296875→39; p=0.0296875→71
11000,9439,True,True,16,19.0,21.0,2.0,B,0.6624999999999999,0.5617296474617446,0.10077035253825528,B,none,False,False,False,19,1.0,19,84,0.4,-21,2,0,p=1→19; p=0→19,p=0.6→-21; p=0.2→81; p=0.1→83; p=0.05→87; p=0.05→95
11002,9441,True,False,17,22.0,20.5,-1.5,A,0.3294117647058824,0.3921444715933104,0.06273270688742799,A,none,False,False,False,22,1.0,22,63,0.5,-22,0,0,p=1→22; p=0→22,p=0.5→-22; p=0.5→63
11007,9446,True,False,16,9.800000000000004,14.0,4.199999999999996,B,0.625,0.6760264608889922,0.05102646088899221,B,none,False,False,False,71,0.4,-31,14,0.95,14,1,0,p=0.4→71; p=0.6→-31,p=0.05→14; p=0.475→13.5; p=0.475→14.5
11012,9451,True,False,18,-7.0,-7.76,-0.7599999999999998,A,0.5333333333333333,0.580381411292011,0.047048077958677714,B,none,True,False,False,-7,1.0,-7,16,0.01,-8,2,0,p=1→-7; p=0→-7,p=0.99→-8; p=0.005→15; p=0.005→17
11023,9462,True,False,16,8.700000000000001,16.0,7.299999999999999,B,0.7000000000000001,0.5436938412782846,0.1563061587217155,B,none,False,False,False,11,0.9,-12,53,0.5,-21,2,0,p=0.9→11; p=0.1→-12,p=0.5→-21; p=0.25→50; p=0.125→52; p=0.0625→56; p=0.0625→64
11039,9478,True,False,16,14.0,9.59,-4.41,A,0.275,0.09852081264681038,0.17647918735318963,A,none,False,False,False,14,1.0,14,10,0.99,-31,0,0,p=1→14; p=0→14,p=0.01→-31; p=0.99→10
11041,9480,True,False,16,-4.1000000000000005,-11.200000000000001,-7.1000000000000005,A,0.18750000000000008,0.1544255960917148,0.03307440390828528,A,none,False,False,False,13,0.1,-6,-7,0.4,-14,0,0,p=0.1→13; p=0.9→-6,p=0.6→-14; p=0.4→-7
11044,9483,True,False,18,21.0,22.25,1.25,B,0.5666666666666668,0.5118785670015236,0.0547880996651432,B,none,False,False,False,31,0.75,-9,40,0.75,-31,1,0,p=0.75→31; p=0.25→-9,p=0.25→-31; p=0.00585938→36.5; p=0.0410156→37.5; p=0.123047→38.5; p=0.205078→39.5; p=0.205078→40.5; p=0.123047→41.5; p=0.0410156→42.5; p=0.00585938→43.5
11053,9492,True,False,16,20.77,21.0,0.23000000000000043,B,0.8125,0.7700369863356776,0.04246301366432237,B,none,False,False,False,21,0.99,-2,21,1.0,21,0,0,p=0.99→21; p=0.01→-2,p=1→21
11054,9493,True,False,16,-10.0,-18.5,-8.5,A,0.3750000000000001,0.20425964093938956,0.17074035906061055,A,none,False,False,False,-10,1.0,-10,-9,0.5,-28,1,0,p=1→-10; p=0→-10,p=0.5→-28; p=0.25→-9.5; p=0.25→-8.5
11058,9497,True,False,17,8.0,-0.8000000000000007,-8.8,A,0.25882352941176473,0.28274430454542754,0.02392077513366281,A,none,False,False,False,8,1.0,8,92,0.2,-24,0,0,p=1→8; p=0→8,p=0.8→-24; p=0.2→92
11060,9499,True,False,18,12.0,14.8,2.8000000000000007,B,0.7111111111111111,0.6487826805434831,0.062328430567628046,B,none,False,False,False,12,1.0,12,20,0.6,7,2,0,p=1→12; p=0→12,p=0.4→7; p=0.3→15; p=0.15→17; p=0.075→21; p=0.0375→29; p=0.01875→45; p=0.01875→77
11065,9504,True,False,18,-7.200000000000002,-3.6000000000000005,3.6000000000000014,B,0.5555555555555555,0.6898829793680297,0.1343274238124742,B,none,False,False,False,-5,0.95,-49,38,0.2,-14,0,0,p=0.95→-5; p=0.05→-49,p=0.8→-14; p=0.2→38
11067,9506,True,False,20,11.75,18.25,6.5,B,0.6500000000000001,0.7688076572361779,0.11880765723617781,B,none,False,False,False,23,0.25,8,42,0.05,17,1,0,p=0.25→23; p=0.75→8,p=0.95→17; p=0.000390625→38.5; p=0.00273438→39.5; p=0.00820313→40.5; p=0.0136719→41.5; p=0.0136719→42.5; p=0.00820313→43.5; p=0.00273438→44.5; p=0.000390625→45.5
11070,9509,True,False,16,24.0,30.67,6.670000000000002,B,0.7000000000000001,0.6453151088714516,0.05468489112854846,B,none,False,False,False,24,1.0,24,31,0.99,-2,0,0,p=1→24; p=0→24,p=0.01→-2; p=0.99→31
11081,9520,True,False,15,26.200000000000003,27.22,1.019999999999996,B,0.6533333333333334,0.6595230173729959,0.006189684039662469,B,none,False,False,False,28,0.8,19,49,0.01,27,0,0,p=0.8→28; p=0.2→19,p=0.99→27; p=0.01→49
11088,9527,True,False,17,4.84,3.5999999999999996,-1.2400000000000002,A,0.4823529411764706,0.374865182020968,0.10748775915550257,A,none,True,False,False,88,0.01,4,20,0.6,-21,1,0,p=0.01→88; p=0.99→4,p=0.4→-21; p=0.0046875→16.5; p=0.0328125→17.5; p=0.0984375→18.5; p=0.164062→19.5; p=0.164062→20.5; p=0.0984375→21.5; p=0.0328125→22.5; p=0.0046875→23.5
11092,9531,True,False,16,26.0,17.5,-8.5,A,0.1875,0.1070579141829176,0.0804420858170824,A,none,False,False,False,26,1.0,26,22,0.25,16,0,0,p=1→26; p=0→26,p=0.75→16; p=0.25→22
11093,9532,True,True,17,6.0,2.400000000000004,-3.599999999999996,A,0.25882352941176473,0.3719748163351261,0.11315128692336135,A,none,False,False,False,6,1.0,6,14,0.8,-44,0,0,p=1→6; p=0→6,p=0.2→-44; p=0.8→14
11099,9538,True,False,18,1.0,-0.5999999999999996,-1.5999999999999996,A,0.4444444444444444,0.30886433776655375,0.13558010667789067,A,none,False,False,False,1,1.0,1,6,0.4,-5,0,0,p=1→1; p=0→1,p=0.6→-5; p=0.4→6
11101,9540,True,False,21,22.540000000000003,26.5,3.9599999999999973,B,0.6,0.6711332801650478,0.07113328016504783,B,none,False,False,False,76,0.01,22,67,0.1,22,1,0,p=0.01→76; p=0.99→22,p=0.9→22; p=0.003125→64.5; p=0.015625→65.5; p=0.03125→66.5; p=0.03125→67.5; p=0.015625→68.5; p=0.003125→69.5
11106,9545,True,True,18,27.0,23.5,-3.5,A,0.2,0.3675830068037096,0.16758300680370958,A,none,False,False,False,39,0.5,15,49,0.5,-2,0,0,p=0.5→39; p=0.5→15,p=0.5→-2; p=0.5→49
11115,9554,True,False,17,26.8,26.75,-0.05000000000000071,A,0.5058823529411764,0.4266789482911266,0.07920340465004982,B,none,True,False,False,29,0.8,18,89,0.25,6,0,0,p=0.8→29; p=0.2→18,p=0.75→6; p=0.25→89
11117,9556,True,False,16,-6.0,3.0,9.0,B,0.6375,0.7217214856753931,0.08422148567539312,B,none,False,False,False,-6,1.0,-6,34,0.5,-28,0,0,p=1→-6; p=0→-6,p=0.5→-28; p=0.5→34
11121,9560,True,False,15,18.0,12.5,-5.5,A,0.14666666666666667,0.2879227484713901,0.14125608180472343,A,none,False,False,False,18,1.0,18,20,0.75,-10,0,0,p=1→18; p=0→18,p=0.25→-10; p=0.75→20
11123,9562,True,False,15,1.0,-1.75,-2.75,A,0.04000000000000002,0.09830760076530665,0.058307600765306625,A,none,False,False,False,1,1.0,1,-1,0.75,-4,0,0,p=1→1; p=0→1,p=0.25→-4; p=0.75→-1
11127,9566,True,False,16,24.200000000000003,17.5,-6.700000000000003,A,0.225,0.2781306201367837,0.053130620136783685,A,none,False,False,False,61,0.2,15,24,0.5,11,0,0,p=0.2→61; p=0.8→15,p=0.5→11; p=0.5→24
11128,9567,True,False,17,12.0,7.050000000000001,-4.949999999999999,A,0.3294117647058824,0.34443959144567643,0.015027826739794026,A,none,False,False,False,12,1.0,12,46,0.05,5,0,0,p=1→12; p=0→12,p=0.95→5; p=0.05→46
11134,9573,True,False,17,9.0,11.49,2.49,B,0.9411764705882352,0.858251115512886,0.08292535507534915,B,none,False,False,False,9,1.0,9,60,0.01,11,0,0,p=1→9; p=0→9,p=0.99→11; p=0.01→60
11141,9580,True,True,17,25.75,28.92,3.1700000000000017,B,0.6941176470588237,0.6355759786894787,0.058541668369345046,B,none,False,False,False,40,0.75,-17,29,0.99,21,2,0,p=0.75→40; p=0.25→-17,p=0.01→21; p=0.495→27; p=0.2475→29; p=0.2475→33
11170,9609,True,False,15,22.8,22.700000000000003,-0.09999999999999787,A,0.4400000000000001,0.44264383719254347,0.0026438371925433524,A,none,False,False,False,57,0.05,21,29,0.1,22,0,0,p=0.05→57; p=0.95→21,p=0.9→22; p=0.1→29
11185,9624,True,False,15,11.0,11.120000000000001,0.120000000000001,B,0.9333333333333332,0.7903079064611752,0.14302542687215802,B,none,False,False,False,11,1.0,11,23,0.01,11,0,0,p=1→11; p=0→11,p=0.99→11; p=0.01→23
11193,9632,True,False,16,12.200000000000001,7.0,-5.200000000000001,A,0.4875,0.28258066319191266,0.20491933680808733,A,none,True,False,False,29,0.4,1,10,0.5,4,0,0,p=0.4→29; p=0.6→1,p=0.5→4; p=0.5→10
11202,9641,True,False,17,8.0,1.8000000000000003,-6.199999999999999,A,0.2,0.3532157944466331,0.15321579444663308,A,none,False,False,False,62,0.1,2,3,0.4,1,0,-1,p=0.1→62; p=0.9→2,p=0.6→1; p=0.4→3
11205,9644,True,False,18,18.0,16.0,-2.0,A,0.4111111111111112,0.4130906043818492,0.0019794932707379864,A,none,False,False,False,18,1.0,18,57,0.5,-25,0,0,p=1→18; p=0→18,p=0.5→-25; p=0.5→57
11206,9645,True,False,16,-7.0,-6.800000000000002,0.1999999999999984,B,0.5625,0.6722072292984694,0.10970722929846943,B,none,False,False,False,-7,1.0,-7,-5,0.95,-41,2,0,p=1→-7; p=0→-7,p=0.05→-41; p=0.475→-11; p=0.2375→-9; p=0.11875→-5; p=0.059375→3; p=0.0296875→19; p=0.0148437→51; p=0.0148438→115
11208,9647,True,False,17,13.0,17.75,4.75,B,0.8352941176470587,0.8509869659308368,0.015692848283778038,B,none,False,False,False,13,1.0,13,32,0.05,17,1,0,p=1→13; p=0→13,p=0.95→17; p=0.00625→30.5; p=0.01875→31.5; p=0.01875→32.5; p=0.00625→33.5
11212,9651,True,False,16,14.8,14.899999999999999,0.09999999999999787,B,0.6249999999999999,0.6475455914281766,0.022545591428176692,B,none,False,False,False,58,0.2,4,86,0.1,7,0,0,p=0.2→58; p=0.8→4,p=0.9→7; p=0.1→86
11224,9663,True,False,15,12.0,2.5,-9.5,A,0.2933333333333333,0.20737192917288103,0.08596140416045225,A,none,False,False,False,12,1.0,12,69,0.05,-1,0,0,p=1→12; p=0→12,p=0.95→-1; p=0.05→69
11236,9675,True,False,16,25.48,21.0,-4.48,A,0.21250000000000005,0.28831433237138965,0.0758143323713896,A,none,False,False,False,73,0.01,25,39,0.4,9,0,-1,p=0.01→73; p=0.99→25,p=0.6→9; p=0.4→39
11248,9687,True,False,17,3.0,-4.199999999999999,-7.199999999999999,A,0.2823529411764706,0.29833456680455145,0.015981625628080864,A,none,False,False,False,3,1.0,3,99,0.2,-30,0,0,p=1→3; p=0→3,p=0.8→-30; p=0.2→99
11249,9688,True,True,15,24.0,30.8,6.800000000000001,B,0.7066666666666667,0.6895072166228609,0.017159450043805813,B,none,False,False,False,96,0.1,16,34,0.2,30,1,0,p=0.1→96; p=0.9→16,p=0.8→30; p=0.00625→31.5; p=0.03125→32.5; p=0.0625→33.5; p=0.0625→34.5; p=0.03125→35.5; p=0.00625→36.5
11257,9696,True,False,18,-4.949999999999999,-6.65,-1.700000000000001,A,0.3111111111111111,0.3236047774380573,0.012493666326946207,A,none,False,False,False,34,0.05,-7,-6,0.95,-19,1,0,p=0.05→34; p=0.95→-7,p=0.05→-19; p=0.0296875→-8.5; p=0.148438→-7.5; p=0.296875→-6.5; p=0.296875→-5.5; p=0.148438→-4.5; p=0.0296875→-3.5
11262,9701,True,False,19,29.0,28.0,-1.0,A,0.5578947368421052,0.516605212718209,0.04128952412389619,B,none,False,False,False,29,0.5,29,92,0.5,-36,2,0,p=0.5→29; p=0.5→29,p=0.5→-36; p=0.25→87; p=0.125→89; p=0.0625→93; p=0.03125→101; p=0.015625→117; p=0.015625→149
11267,9706,True,False,15,11.8,7.5,-4.300000000000001,A,0.18666666666666665,0.2941858979543725,0.10751923128770585,A,none,False,False,False,19,0.4,7,29,0.5,-14,0,0,p=0.4→19; p=0.6→7,p=0.5→-14; p=0.5→29
11269,9708,True,False,16,10.3,13.95,3.6499999999999986,B,0.375,0.5148611884255652,0.13986118842556516,A,none,False,False,False,13,0.1,10,15,0.95,-6,0,0,p=0.1→13; p=0.9→10,p=0.05→-6; p=0.95→15
11273,9712,True,False,16,-3.64,-0.6499999999999995,2.9900000000000007,B,0.8375,0.7439445491719312,0.09355545082806882,B,none,False,False,False,32,0.01,-4,44,0.05,-3,0,0,p=0.01→32; p=0.99→-4,p=0.95→-3; p=0.05→44
11286,9725,True,False,16,-7.0,-6.199999999999998,0.8000000000000016,B,0.4,0.48304892598670274,0.08304892598670272,A,none,False,False,False,17,0.5,-31,1,0.8,-35,0,0,p=0.5→17; p=0.5→-31,p=0.2→-35; p=0.8→1
11290,9729,True,False,15,20.0,14.75,-5.25,A,0.36,0.2957178769754017,0.06428212302459829,A,none,False,False,False,23,0.5,17,31,0.75,-34,0,0,p=0.5→23; p=0.5→17,p=0.25→-34; p=0.75→31
11291,9730,True,False,20,19.0,18.7,-0.3000000000000007,A,0.47,0.4952825931627817,0.025282593162781752,A,none,True,False,False,19,1.0,19,89,0.05,15,1,0,p=1→19; p=0→19,p=0.95→15; p=0.000390625→85.5; p=0.00273438→86.5; p=0.00820313→87.5; p=0.0136719→88.5; p=0.0136719→89.5; p=0.00820313→90.5; p=0.00273438→91.5; p=0.000390625→92.5
11293,9732,True,False,16,12.0,15.0,3.0,B,0.2625,0.4712471302982686,0.20874713029826858,A,none,False,False,False,12,1.0,12,50,0.5,-20,0,0,p=1→12; p=0→12,p=0.5→-20; p=0.5→50
11296,9735,True,False,18,19.0,17.6,-1.3999999999999986,A,0.38888888888888895,0.3881175856692187,0.0007713032196702274,A,none,False,False,False,19,1.0,19,22,0.8,0,0,0,p=1→19; p=0→19,p=0.2→0; p=0.8→22
11299,9738,True,False,15,-5.0,-11.849999999999998,-6.849999999999998,A,0.38666666666666666,0.4490138853117406,0.06234721864507392,A,none,False,False,False,-5,1.0,-5,29,0.05,-14,0,0,p=1→-5; p=0→-5,p=0.95→-14; p=0.05→29
11301,9740,True,False,15,2.0,17.900000000000002,15.900000000000002,B,0.7377777777777778,0.7394116172647451,0.0016338394869673811,B,none,False,False,False,2,1.0,2,22,0.9,-19,1,0,p=1→2; p=0→2,p=0.1→-19; p=0.1125→20.5; p=0.3375→21.5; p=0.3375→22.5; p=0.1125→23.5
11302,9741,True,False,16,-2.0,-2.0,0.0,tie,0.575,0.37309262683832517,0.20190737316167479,B,none,False,False,False,43,0.4,-32,-2,1.0,-2,2,0,p=0.4→43; p=0.6→-32,p=0.5→-3; p=0.5→-1
11311,9750,True,False,15,22.0,21.400000000000002,-0.5999999999999979,A,0.4933333333333334,0.39495087071995144,0.09838246261338196,A,none,True,False,False,22,1.0,22,27,0.9,-29,0,0,p=1→22; p=0→22,p=0.1→-29; p=0.9→27
11317,9756,True,False,17,22.0,22.53,0.5300000000000011,B,0.4235294117647059,0.48671346752154876,0.06318405575684288,A,none,False,False,False,22,1.0,22,23,0.99,-24,1,0,p=1→22; p=0→22,p=0.01→-24; p=0.495→22.5; p=0.495→23.5
11336,9775,True,False,19,5.0,4.800000000000002,-0.1999999999999984,A,0.6526315789473686,0.5412350836589894,0.11139649528837914,B,none,False,False,False,5,1.0,5,11,0.8,-20,1,0,p=1→5; p=0→5,p=0.2→-20; p=0.025→8.5; p=0.125→9.5; p=0.25→10.5; p=0.25→11.5; p=0.125→12.5; p=0.025→13.5
11337,9776,True,False,18,13.0,22.0,9.0,B,0.5444444444444445,0.4867534142737082,0.05769103017073629,B,none,True,False,False,13,1.0,13,42,0.75,-38,0,0,p=1→13; p=0→13,p=0.25→-38; p=0.75→42
11342,9781,True,False,18,6.0,8.1,2.0999999999999996,B,0.7,0.7266660103250487,0.026666010325048783,B,none,False,False,False,6,1.0,6,9,0.9,0,1,0,p=1→6; p=0→6,p=0.1→0; p=0.00703125→5.5; p=0.0492187→6.5; p=0.147656→7.5; p=0.246094→8.5; p=0.246094→9.5; p=0.147656→10.5; p=0.0492187→11.5; p=0.00703125→12.5
11363,9802,True,False,15,5.0,5.799999999999999,0.7999999999999989,B,0.2933333333333333,0.39215557385551286,0.09882224052217958,A,none,False,False,False,5,0.25,5,81,0.2,-13,0,0,p=0.25→5; p=0.75→5,p=0.8→-13; p=0.2→81
11364,9803,True,True,17,3.0,8.25,5.25,B,0.6000000000000001,0.6124892252591995,0.012489225259199377,B,none,False,False,False,3,1.0,3,26,0.75,-45,1,0,p=1→3; p=0→3,p=0.25→-45; p=0.375→25.5; p=0.375→26.5
